sentiment,review_text,sentiment_predicted,sentiment_predicted_2nd_prompt
positive,"Adorei... otimo preço em um otimo computador. Amo a marca samsung
",positive,positive
positive,"Estou satisfeito com o produto pois já conheço a marca e a empresa que comprei.
",positive,positive
positive,"Gostei muito desse notebook. Sou fotógrafa, e ele é excelente para o meu trabalho.
",positive,positive
positive,"O único ponto que não aprovei é com relação ao Windows, o equipamento ficou 2 dias atualizando.
",negative,negative
positive,"Leve, fino. Funciona bem com Windows 10 Pro. Ótimo custo benefício.
",positive,positive
positive,"é bem rapido, muito bonito, custo beneficio é muito interessante, acredito ter feito otima compra. A entrega foi rapida 8 dias corridos, mesmo morando proximo ao uruguay. recomendo.
",positive,positive
negative,"o notebook tem dado muitos problemas, muitos mesmo, estou muito contrariada, já vai fazer dois meses que comprei , um mês e pouco que chegou.está cheio de problemas, desliga de repente, ou simplesmente some tudo, ou fica indo e voltando , e às vezes fica passando umas imagens tremidas na tela. sei que está na garantia ,mas estou tão chateada que nem ânimo de ligar lá eu tenho.
",negative,negative
negative,"Faz 60 dias desde que meu pedido foi enviado e aprovado e até hoje nada! É uma falta de respeito!!! Já paguei 3 parcelas do produto e nada ainda. E ainda por cima, aguardei os outros 30 dias para chegar, porque segundo a empresa <empresa> o produto estava sendo reenviado, porém, enviaram o produto para outro município, e nem se quer consigo entrar em contato com a empresa <empresa>. Já enviei emails e liguei, mas ninguém me responde! Os emails que envio não são respondido, que falta de vergonha! Não recomendo de jeito nenhum!!!
",negative,negative
positive,"É um produto bom, de qualidade. Único problema é o tempo de atualização (mais de 4 horas para atualizar as primeiras vezes). Fora isso, não tenho o que reclamar. É muito bom!
",positive,positive
positive,"muito bom super recomendo ótimo meu filho tá adorando
",positive,positive
positive,"Gostei muito do produto, excelente!!!! Ótima aquisição e excelente entrega. Foi bem antes do prazo. Espero que continue assim....
",positive,positive
positive,"Ótimo produto, preço bom,e rápida entrega. E O designer é lindo.
",positive,positive
negative,"O equipamento é bom para atividades normais, mas pelo preço que paguei, ele não mostrou um desempenho tão superior a outro ACER i5 da minha esposa que compramos a 2 anos atrás por um valor bem baixo na promoção. Este antigo que temos está funcionando bem, por isso confiamos na marca ACER, porém, pelo preço que paguei esperava uma máquina muito superior de alto desempenho com boa bateria. O notebook é pesado e a bateria dura igual ao nosso i5 ou menos. Eu precisava de um notebook i7 com 16 GB de RAM, fiquei decepcionado com a compra!
",negative,negative
positive,"""O equipamento vem com o windows 10 home instalado, afora uma série de programas pesados que, no meu caso subjetivo, são pouco relevantes. O tal win 10 home não permite o funcionamento da máquina em sua amplitude. Logo, no imediato concreto, você lida com um dispositivo novo, porém aparentemente lerdo, fazendo-o cogitar que algo está muito errado... A solução que encabecei aqui foi, formatar a máquina e instalar o windows 10 pro, a fim de """"alcançar o paraíso"""". Só quando me livrei do 10 home, obtive um note adequado aos meus reais interesses, enfim, rápido e funcional.""
",negative,negative
positive,"Gostei muito do produto. Preço excelente. Vale a pena.
",positive,positive
positive,"Um mês de uso e até o momento tem satisfeito as expectativas, mas não supera. O note é leve, bem fino, o teclado é bastante confortável ( apesar de não ter a tecla que faz a função do botão direito do mouse).  O desempenho também é bastante bom, apesar de em jogos mais pesados não chegar rodar os gráficos no máximo e esquenta bastante na parte superior. Ainda não chegou a travar nem nada porém durante o uso cotidiano (internet, leitura, trabalhos no office...), ele roda com tranquilidade, aquecendo o mínimo. Ainda não o usei para trabalhos gráficos, mas acredito que o fara tranquilamente.  A bateria é bem fraca. Com uso constante e o brilho da tela no máximo dura 3 horas, no máximo.   O touchpad multitoque é excelente, pois tem opção de rolagem de página e zoom (tanto em fotos, quanto em softwares como chrome, office...).  No geral uma boa escolha. Recomendo.
",positive,positive
positive,"Atendeu as minhas expectativas. Chegou antes do esperado. Gostei bastante!;)
",positive,positive
positive,"O produto é ótimo! Cumpre o que promete! É bom para tarefas simples como o pacote Office e internet. Pra quem é professora, como eu, tem ajudado nas tarefas e apresentações.  Nao espere abrir jogos ou muitas janelas porque trava devido à memória de 4gb. Mas se for para estudos e apresentações de trabalho, é muito bom!  Pesquisei muito os tipos de notebook para meu perfil. E esse modelo está entre os 10 melhores disponíveis no mercado. E sem contar que a Lenovo está entre as 3 marcas mais bem avaliadas. O notebook é leve, tem espaço de sobra enfim! Recomendo!  Ps. <empresa> tem as entregas mais rápidas do mercado! Melhor impossível!
",positive,positive
negative,"O produto veio com defeito e imediatamente entrei em contato com as lojas <empresa> e até agora nada. Estou decepcionada com o atendimento da loja. Já tem quinze dias e nenhuma solução para o meu problema.
",negative,negative
positive,"Notebook de ótima qualidade! Atende a todas as descrições, leve e ideal para quem trabalha como designer gráfico. Recomendo para quem estiver ainda na dúvida da compra. A compra e entrega pela <empresa> foi tranquila e de ótima qualidade também.
",positive,positive
negative,"Comprei o produto a menos de um mês porém ele ja esta mostrando sinais de problemas.  O computador está desligando sozinho, mesmo estando carregado.
",negative,negative
positive,"entrega muito rapido e gostei muito do notebook supriu minhas necessidades
",positive,positive
positive,"Comprei para substituir o desktop. Ainda não posso avaliar a substituição.
",negative,negative
positive,"""O produto tem um bom custo x benefício. Levando em consideração que é um """"Positivo"""". Poderia ter mais entradas USB (só tem 02 entradas). Mas elas são 3.0 o que ajuda bastante.  Ele vem bloqueado para não instalar outros sistemas operacionais, mas com uma rápida pesquisa no Y outube e G oogle, você consegue instalar uma cópia de Windows.""
",positive,positive
positive,"EXCELENTE PRODUTO! ÓTIMO CUSTO BENEFICIO, LEVE, RECOMENDO
",positive,positive
negative,"Veio com defeito, enviei e-mail e até agora nenhum solução para o meu problema.
",negative,negative
positive,"É um computador que se apresenta de acordo com as minhas necessidades.
",positive,positive
positive,"Atendeu minha expectativa. Rápido e estável. Recomendo. Preço acessível e frete gratuito. A entrega foi antes do prazo final.
",positive,positive
positive,"Ele roda pubg, um note que roda pubg liso roda tudo.
",positive,positive
positive,"Comprei para uso de trabalhos e pesquisas, atendeu a minha expectativa quanto a isso. A única coisa é que por ser um note novo, ele é lento e já chegou a travar várias vezes em coisas bobas, como abrir um e-mail. O técnico me disse que por ele vim com muitas configurações de fábrica, elas são pesadas e o torna mais lento que o habitual, mas se formatar resolve o problema.
",negative,negative
positive,"Esse produto é muito bom. Chegou bem antes do prazo. Ele Superou minhas expectativas.
",positive,positive
positive,"Comprei o meu faz 3 anos. Desempenho maravilhoso,nunca deu problema, Estou super satisfeita, Excelente notebook
",positive,positive
negative,"Comprei este produto, mas, como foi junto com um outro, desisti de devolver. O motivo: um notebook com armazenamento APENAS de 32GB. Não havia notado isso. Como pode fazer isso um produto com tal capacidade de armazenamento? Não deveria ser feito e nem tão pouco estar no mercado à venda. Eis a minha opinião.
",negative,negative
positive,"Excelente! Gostei muito do produto! Recomendo este produto.
",positive,positive
positive,"O produto é lindo, o processamento é supre as necessidades muito bem de quem usa o PC para a fazeres do dia-a-dia, a bateria dura cerca de 5 horas com carregamento total. Particularmente eu amei a compra que fiz.
",positive,positive
positive,"Notebook atende todas as minhas necessidades, super leve, um teclado maravilhoso, super rápido, bateria duradoura. Veio 10 dias antes do prazo de entrega. Estão de parabéns.
",positive,positive
positive,"Correspondeu totalmente às minhas expectativas. É o primeiro notebook que compro e com certeza não errei na escolha. Vale cada centavo.
",positive,positive
positive,"Muito bom, ótimo notebook, chegou antes da previsão.
",positive,positive
negative,"Recebi o produto dentro do prazo, no entanto, não funciona. Ao ligar a tela trava e aparece mensagem de erro e desliga sozinho. Quero solicitar a devolução do produto mas não encontro essa opção no site da <empresa>.
",negative,negative
positive,"A configuração é modesta, mas para uso doméstico, atende perfeitamente.
",positive,positive
positive,"Produto ótimo.  Meu filho amou!!! E a entrega foi até antes do prazo.
",positive,positive
positive,"Notebook,muito bom, entrega rápida...achei excelente comprar pela site da <empresa>.
",positive,positive
positive,"atendendo todas as minhas nescessidades,otimo produto.com uma tela incrivel, imagem espetacular e processador veloz para navegaçao.excelente compra! e entrega rápida sem burocracia.
",positive,positive
positive,"adorei o produto, a entrega foi rápida eu recomendo .
",positive,positive
positive,"Notebook muito bom, leve e estiloso, bem potente, valeu a pena o investimento...
",positive,positive
positive,"Achei leve, tamanho ótimo para levar nos lugares (aula e reuniões) - Cuidado porque não tem drive para colocar CD/DVD, ai para instalar programas de CD tem de baixar na rede ou por Drive externo/pen drive. Atendeu minhas necessidades.
",positive,positive
positive,"Ótimo produto já uso ele à mais de 3 meses e não me arrependo de ter comprado, não dá engasgos e os melhores pontos dele são: Bateria, Tela e destacando o Áudio que é de altissíma qualidade se o preço à ser pago for o mesmo que eu pagei que foi $2.000; é um bom investimento à ser feito.
",positive,positive
